GO:0048573	photoperiodism, flowering	"A change from the vegetative to the reproductive phase as a result of detection of, or exposure to, a period of light or dark of a given length. The length of the period of light or dark required to initiate the change is set relative to a particular duration known as the 'critical day length'. The critical day length varies between species." [GOC:jid, GOC:pj, ISBN:0582015952, ISBN:0697037754, ISBN:0709408862]	biological_process
GO:0009909	regulation of flower development	"Any process that modulates the frequency, rate or extent of flower development." [GOC:go_curators]	biological_process
GO:0009555	pollen development	"The process whose specific outcome is the progression of the pollen grain over time, from its formation to the mature structure. The process begins with the meiosis of the microsporocyte to form four haploid microspores. The nucleus of each microspore then divides by mitosis to form a two-celled organism, the pollen grain, that contains a tube cell as well as a smaller generative cell. The pollen grain is surrounded by an elaborate cell wall. In some species, the generative cell immediately divides again to give a pair of sperm cells. In most flowering plants, however this division takes place later, in the tube that develops when a pollen grain germinates." [GOC:mtg_plant, GOC:mtg_sensu, GOC:tb]	biological_process
GO:0009910	negative regulation of flower development	"Any process that stops, prevents, or reduces the frequency, rate or extent of flower development." [GOC:go_curators]	biological_process
GO:0009555	pollen development	"The process whose specific outcome is the progression of the pollen grain over time, from its formation to the mature structure. The process begins with the meiosis of the microsporocyte to form four haploid microspores. The nucleus of each microspore then divides by mitosis to form a two-celled organism, the pollen grain, that contains a tube cell as well as a smaller generative cell. The pollen grain is surrounded by an elaborate cell wall. In some species, the generative cell immediately divides again to give a pair of sperm cells. In most flowering plants, however this division takes place later, in the tube that develops when a pollen grain germinates." [GOC:mtg_plant, GOC:mtg_sensu, GOC:tb]	biological_process
GO:0048467	gynoecium development	"The process whose specific outcome is the progression of the gynoecium over time, from its formation to the mature structure. The gynoecium is the collective name for the carpels of a flower." [GOC:go_curators, PO:0008062]	biological_process
GO:0009909	regulation of flower development	"Any process that modulates the frequency, rate or extent of flower development." [GOC:go_curators]	biological_process
GO:0048573	photoperiodism, flowering	"A change from the vegetative to the reproductive phase as a result of detection of, or exposure to, a period of light or dark of a given length. The length of the period of light or dark required to initiate the change is set relative to a particular duration known as the 'critical day length'. The critical day length varies between species." [GOC:jid, GOC:pj, ISBN:0582015952, ISBN:0697037754, ISBN:0709408862]	biological_process
GO:0080167	response to karrikin	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a karrikin stimulus. Karrikins are signaling molecules in smoke from burning vegetation that trigger seed germination for many angiosperms (flowering plants)." [PMID:20351290]	biological_process
GO:0009909	regulation of flower development	"Any process that modulates the frequency, rate or extent of flower development." [GOC:go_curators]	biological_process
GO:0010228	vegetative to reproductive phase transition of meristem	"The process involved in transforming a meristem that produces vegetative structures, such as leaves, into a meristem that produces reproductive structures, such as a flower or an inflorescence." [GOC:tb]	biological_process
GO:0009910	negative regulation of flower development	"Any process that stops, prevents, or reduces the frequency, rate or extent of flower development." [GOC:go_curators]	biological_process
GO:0009909	regulation of flower development	"Any process that modulates the frequency, rate or extent of flower development." [GOC:go_curators]	biological_process
GO:0048440	carpel development	"The process whose specific outcome is the progression of the carpel over time, from its formation to the mature structure. A carpel is an organ (generally believed to be a modified foliar unit) at the centre of a flower, bearing one or more ovules and having its margins fused together or with other carpels to enclose the ovule in an ovary, and consisting also of a stigma and usually a style." [GOC:go_curators]	biological_process
GO:0048440	carpel development	"The process whose specific outcome is the progression of the carpel over time, from its formation to the mature structure. A carpel is an organ (generally believed to be a modified foliar unit) at the centre of a flower, bearing one or more ovules and having its margins fused together or with other carpels to enclose the ovule in an ovary, and consisting also of a stigma and usually a style." [GOC:go_curators]	biological_process
