GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0051252	P	regulation of RNA metabolic process	22	317	996	37767	5.2e-05	0.0041	// A0A0D3EID7 // A0A0D3D1P8 // A0A0D3D1M2 // A0A0D3EIB3 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3EI72 // A0A0D3D1V4 // A0A0D3D1V6 // A0A0D3D141 // A0A0D3BA12 // A0A0D3EIE6 // A0A0D3D1J7 // A0A0D3D1Q5 // A0A0D3D1Q3 // A0A0D3D1S5 // A0A0D3D1S3 // A0A0D3D1F7 // A0A0D3D151 // A0A0D3BA06 // A0A0D3D170 // A0A0D3BA04 
GO:0034504	P	protein localization in nucleus	5	317	45	37767	6e-05	0.0042	// A0A0D3D1R6 // A0A0D3EID5 // A0A0D3D1K6 // A0A0D3D1T0 // A0A0D3EI79 
GO:0006605	P	protein targeting	8	317	155	37767	7.2e-05	0.0045	// A0A0D3D1K6 // A0A0D3B9Z7 // A0A0D3D1D7 // A0A0D3D1D3 // A0A0D3D1R6 // A0A0D3D1U7 // A0A0D3EI79 // A0A0D3D1T0 
GO:0044262	P	cellular carbohydrate metabolic process	13	317	417	37767	7.5e-05	0.0045	// A0A0D3B9L0 // A0A0D3B9T9 // A0A0D3BA47 // A0A0D3BA44 // A0A0D3D1B1 // A0A0D3BA02 // A0A0D3EIG5 // A0A0D3D1F5 // A0A0D3BA22 // A0A0D3EIC1 // A0A0D3D148 // A0A0D3EI97 // A0A0D3D1L8 
GO:0033365	P	protein localization in organelle	6	317	80	37767	8.5e-05	0.0047	// A0A0D3EID5 // A0A0D3D1K6 // A0A0D3D1R6 // A0A0D3D1U7 // A0A0D3EI79 // A0A0D3D1T0 
GO:0006886	P	intracellular protein transport	11	317	311	37767	9.2e-05	0.0048	// A0A0D3BA40 // A0A0D3D1K6 // A0A0D3D1Q9 // A0A0D3B9Z7 // A0A0D3D1D7 // A0A0D3D1D3 // A0A0D3D1R6 // A0A0D3D1U7 // A0A0D3EI79 // A0A0D3D1A5 // A0A0D3D1T0 
GO:0044249	P	cellular biosynthetic process	65	317	4925	37767	0.00015	0.0062	// A0A0D3EID7 // A0A0D3B9L3 // A0A0D3BA47 // A0A0D3BA44 // A0A0D3D1M2 // A0A0D3EID9 // A0A0D3D1R6 // A0A0D3EIB3 // A0A0D3EIB7 // A0A0D3D1T5 // A0A0D3D1Q9 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3D1V6 // A0A0D3D1R8 // A0A0D3D1G9 // A0A0D3B9Q6 // A0A0D3D1C0 // A0A0D3D1E5 // A0A0D3EI72 // A0A0D3D1G4 // A0A0D3B9M9 // A0A0D3D1Z9 // A0A0D3D148 // A0A0D3D1V4 // A0A0D3D1J7 // A0A0D3BA14 // A0A0D3EI97 // A0A0D3EI90 // A0A0D3EI91 // A0A0D3D164 // A0A0D3BA12 // A0A0D3EIG5 // A0A0D3EIG8 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3D1Q5 // A0A0D3B9X5 // A0A0D3D1Q3 // A0A0D3D1S5 // A0A0D3D1P8 // A0A0D3EIA7 // A0A0D3D1U7 // A0A0D3D1S3 // A0A0D3D1Z7 // A0A0D3D1L8 // A0A0D3B9T8 // A0A0D3EIE6 // A0A0D3D1B1 // A0A0D3B9T2 // A0A0D3D141 // A0A0D3D1F1 // A0A0D3B9T6 // A0A0D3D1F7 // A0A0D3D1F5 // A0A0D3D1J6 // A0A0D3D151 // A0A0D3EIC1 // A0A0D3D1H8 // A0A0D3B9K2 // A0A0D3B9J7 // A0A0D3BA06 // A0A0D3D170 // A0A0D3BA04 // A0A0D3B9N2 
GO:0051641	P	cellular localization	15	317	569	37767	0.00013	0.0062	// A0A0D3EIE1 // A0A0D3BA40 // A0A0D3D1K6 // A0A0D3D1Q9 // A0A0D3EID1 // A0A0D3B9Z7 // A0A0D3B9T3 // A0A0D3D1D7 // A0A0D3EID5 // A0A0D3D1D3 // A0A0D3D1R6 // A0A0D3D1U7 // A0A0D3EI79 // A0A0D3D1A5 // A0A0D3D1T0 
GO:0009058	P	biosynthetic process	67	317	5118	37767	0.00015	0.0062	// A0A0D3EID7 // A0A0D3B9L3 // A0A0D3BA47 // A0A0D3BA44 // A0A0D3D1M2 // A0A0D3EID9 // A0A0D3D1R6 // A0A0D3EIB3 // A0A0D3EIB7 // A0A0D3D1T5 // A0A0D3D1Q9 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3D1V6 // A0A0D3D1R8 // A0A0D3D1G9 // A0A0D3B9Q6 // A0A0D3D1E7 // A0A0D3D1C0 // A0A0D3D1E5 // A0A0D3EI72 // A0A0D3D1G4 // A0A0D3B9M9 // A0A0D3D1Z9 // A0A0D3D148 // A0A0D3D1V4 // A0A0D3D1J7 // A0A0D3BA14 // A0A0D3EI97 // A0A0D3EI90 // A0A0D3EI91 // A0A0D3D164 // A0A0D3BA12 // A0A0D3EIG5 // A0A0D3EIG8 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3D1Q5 // A0A0D3B9X5 // A0A0D3D1Q3 // A0A0D3D1S5 // A0A0D3D1P8 // A0A0D3EIA7 // A0A0D3D1U7 // A0A0D3D1S3 // A0A0D3D1Z7 // A0A0D3D1L8 // A0A0D3B9T8 // A0A0D3D161 // A0A0D3EIE6 // A0A0D3D1B1 // A0A0D3B9T2 // A0A0D3D141 // A0A0D3D1F1 // A0A0D3B9T6 // A0A0D3D1F7 // A0A0D3D1F5 // A0A0D3D1J6 // A0A0D3D151 // A0A0D3EIC1 // A0A0D3D1H8 // A0A0D3B9K2 // A0A0D3B9J7 // A0A0D3BA06 // A0A0D3D170 // A0A0D3BA04 // A0A0D3B9N2 
GO:0006996	P	organelle organization	16	317	640	37767	0.00014	0.0062	// A0A0D3B9S8 // A0A0D3B9P7 // A0A0D3D1D7 // A0A0D3D1D8 // A0A0D3EID1 // A0A0D3B9Z7 // A0A0D3B9T3 // A0A0D3EI72 // A0A0D3EIG5 // A0A0D3EIB3 // A0A0D3D1U7 // A0A0D3B9S6 // A0A0D3D170 // A0A0D3D1T5 // A0A0D3D1M2 // A0A0D3BA12 
GO:0046907	P	intracellular transport	13	317	463	37767	0.0002	0.0077	// A0A0D3EIE1 // A0A0D3BA40 // A0A0D3D1K6 // A0A0D3D1Q9 // A0A0D3B9Z7 // A0A0D3B9T3 // A0A0D3D1D7 // A0A0D3D1D3 // A0A0D3D1R6 // A0A0D3D1U7 // A0A0D3EI79 // A0A0D3D1A5 // A0A0D3D1T0 
GO:0051649	P	establishment of localization in cell	14	317	525	37767	0.0002	0.0077	// A0A0D3EIE1 // A0A0D3BA40 // A0A0D3D1K6 // A0A0D3D1Q9 // A0A0D3EID1 // A0A0D3B9Z7 // A0A0D3B9T3 // A0A0D3D1D7 // A0A0D3D1D3 // A0A0D3D1R6 // A0A0D3D1U7 // A0A0D3EI79 // A0A0D3D1A5 // A0A0D3D1T0 
GO:0065008	P	regulation of biological quality	16	317	665	37767	0.00022	0.0079	// A0A0D3D1G9 // A0A0D3EID7 // A0A0D3D1E1 // A0A0D3EIF8 // A0A0D3EIG9 // A0A0D3B9T3 // A0A0D3D1M1 // A0A0D3EIG5 // A0A0D3EID5 // A0A0D3B9K5 // A0A0D3D186 // A0A0D3B9Y4 // A0A0D3D1T5 // A0A0D3B9S6 // A0A0D3D1V7 // A0A0D3D1B3 
GO:0008104	P	protein localization	12	317	408	37767	0.00024	0.0079	// A0A0D3BA40 // A0A0D3D1K6 // A0A0D3D1Q9 // A0A0D3B9Z7 // A0A0D3D1D7 // A0A0D3EID5 // A0A0D3D1D3 // A0A0D3D1R6 // A0A0D3D1U7 // A0A0D3EI79 // A0A0D3D1A5 // A0A0D3D1T0 
GO:0034645	P	cellular macromolecule biosynthetic process	51	317	3661	37767	0.00026	0.0079	// A0A0D3EID7 // A0A0D3B9L3 // A0A0D3BA47 // A0A0D3BA44 // A0A0D3D1M2 // A0A0D3EIB3 // A0A0D3EIB7 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3D1V6 // A0A0D3D1V4 // A0A0D3D1G9 // A0A0D3D1C0 // A0A0D3D1E5 // A0A0D3EI72 // A0A0D3D1G4 // A0A0D3B9M9 // A0A0D3D148 // A0A0D3D1J7 // A0A0D3BA14 // A0A0D3EI97 // A0A0D3EI90 // A0A0D3EI91 // A0A0D3BA12 // A0A0D3B9X5 // A0A0D3EIG8 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3D1Q5 // A0A0D3EIG5 // A0A0D3D1Q3 // A0A0D3D1S5 // A0A0D3D1P8 // A0A0D3EIA7 // A0A0D3D1S3 // A0A0D3D1Z7 // A0A0D3B9T8 // A0A0D3EIE6 // A0A0D3D1B1 // A0A0D3D141 // A0A0D3B9T6 // A0A0D3D1F7 // A0A0D3D1F5 // A0A0D3D151 // A0A0D3EIC1 // A0A0D3D1H8 // A0A0D3B9J7 // A0A0D3BA06 // A0A0D3D170 // A0A0D3BA04 // A0A0D3B9N2 
GO:0009987	P	cellular process	128	317	11684	37767	0.00025	0.0079	// A0A0D3BA40 // A0A0D3BA47 // A0A0D3BA44 // A0A0D3EIB3 // A0A0D3EIB7 // A0A0D3EIB8 // A0A0D3D1A5 // A0A0D3D1V6 // A0A0D3D1V4 // A0A0D3B9W7 // A0A0D3B9W9 // A0A0D3BA33 // A0A0D3BA30 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3B9X5 // A0A0D3EIA7 // A0A0D3B9P7 // A0A0D3D1F1 // A0A0D3D1F7 // A0A0D3D1F5 // A0A0D3D138 // A0A0D3B9Y4 // A0A0D3D184 // A0A0D3D186 // A0A0D3D1V3 // A0A0D3D1T5 // A0A0D3D1T6 // A0A0D3D1T0 // A0A0D3D1G9 // A0A0D3B9Q6 // A0A0D3D1G3 // A0A0D3B9Z7 // A0A0D3D1G4 // A0A0D3D1R8 // A0A0D3B9Z2 // A0A0D3B9Z4 // A0A0D3EIG8 // A0A0D3EIG9 // A0A0D3B9Z8 // A0A0D3EIG5 // A0A0D3EIG1 // A0A0D3D197 // A0A0D3BA22 // A0A0D3D1U7 // A0A0D3D1Z7 // A0A0D3D1L8 // A0A0D3D1D8 // A0A0D3D1D7 // A0A0D3D1D3 // A0A0D3B9J7 // A0A0D3B9J9 // A0A0D3B9L3 // A0A0D3B9L0 // A0A0D3EIF8 // A0A0D3D1M3 // A0A0D3D1M2 // A0A0D3D1M1 // A0A0D3D1R6 // A0A0D3B9S8 // A0A0D3B9S6 // A0A0D3B9S1 // A0A0D3D1E1 // A0A0D3B9N2 // A0A0D3D1E5 // A0A0D3D1E4 // A0A0D3B9K7 // A0A0D3B9K5 // A0A0D3B9K2 // A0A0D3B9K0 // A0A0D3EI97 // A0A0D3EI90 // A0A0D3EI91 // A0A0D3D164 // A0A0D3EIE1 // A0A0D3EIE6 // A0A0D3B9M9 // A0A0D3D1J7 // A0A0D3D1S5 // A0A0D3D1P8 // A0A0D3D1P6 // A0A0D3D1S3 // A0A0D3D1S2 // A0A0D3D1S8 // A0A0D3B9T8 // A0A0D3B9T9 // A0A0D3D1B2 // A0A0D3D1B3 // A0A0D3D1B1 // A0A0D3B9T2 // A0A0D3B9T3 // A0A0D3B9T6 // A0A0D3D1B9 // A0A0D3D1Z9 // A0A0D3BA06 // A0A0D3D170 // A0A0D3BA04 // A0A0D3BA02 // A0A0D3D1Z0 // A0A0D3EID7 // A0A0D3EID5 // A0A0D3EID1 // A0A0D3D1K6 // A0A0D3B9N9 // A0A0D3EID9 // A0A0D3EI79 // A0A0D3EI72 // A0A0D3B9U8 // A0A0D3D1C0 // A0A0D3D1C3 // A0A0D3B9U4 // A0A0D3D1J6 // A0A0D3D148 // A0A0D3BA15 // A0A0D3BA14 // A0A0D3D141 // A0A0D3BA12 // A0A0D3D1H2 // A0A0D3D1Q9 // A0A0D3D1H8 // A0A0D3D1Q5 // A0A0D3D1Q3 // A0A0D3EIC1 // A0A0D3EIC4 // A0A0D3B9V0 // A0A0D3D151 // A0A0D3BA24 // A0A0D3BA26 
GO:0006399	P	tRNA metabolic process	7	317	141	37767	0.00025	0.0079	// A0A0D3D1H2 // A0A0D3B9N2 // A0A0D3EID1 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3EIG1 // A0A0D3BA30 
GO:0010467	P	gene expression	54	317	3962	37767	0.00028	0.0084	// A0A0D3EID7 // A0A0D3B9L3 // A0A0D3B9N2 // A0A0D3D1M2 // A0A0D3B9N9 // A0A0D3EIB3 // A0A0D3EIB7 // A0A0D3D1T5 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3D1V6 // A0A0D3D1V4 // A0A0D3D1G9 // A0A0D3D1C0 // A0A0D3D1E5 // A0A0D3EI72 // A0A0D3D1G4 // A0A0D3B9M9 // A0A0D3B9S1 // A0A0D3BA30 // A0A0D3BA14 // A0A0D3EI90 // A0A0D3EI91 // A0A0D3BA12 // A0A0D3D1H2 // A0A0D3B9X5 // A0A0D3EIG8 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3D1Q5 // A0A0D3EIG5 // A0A0D3D1Q3 // A0A0D3EIG1 // A0A0D3D197 // A0A0D3D1P8 // A0A0D3EIA7 // A0A0D3D1S3 // A0A0D3D1Z7 // A0A0D3D1S5 // A0A0D3B9T8 // A0A0D3EIE6 // A0A0D3D141 // A0A0D3B9T6 // A0A0D3D1F7 // A0A0D3D1J7 // A0A0D3D1B9 // A0A0D3B9K0 // A0A0D3D151 // A0A0D3D1H8 // A0A0D3B9J7 // A0A0D3BA06 // A0A0D3D170 // A0A0D3BA04 // A0A0D3D138 
GO:0009059	P	macromolecule biosynthetic process	51	317	3685	37767	0.0003	0.0086	// A0A0D3EID7 // A0A0D3B9L3 // A0A0D3BA47 // A0A0D3BA44 // A0A0D3D1M2 // A0A0D3EIB3 // A0A0D3EIB7 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3D1V6 // A0A0D3D1V4 // A0A0D3D1G9 // A0A0D3D1C0 // A0A0D3D1E5 // A0A0D3EI72 // A0A0D3D1G4 // A0A0D3B9M9 // A0A0D3D148 // A0A0D3D1J7 // A0A0D3BA14 // A0A0D3EI97 // A0A0D3EI90 // A0A0D3EI91 // A0A0D3BA12 // A0A0D3B9X5 // A0A0D3EIG8 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3D1Q5 // A0A0D3EIG5 // A0A0D3D1Q3 // A0A0D3D1S5 // A0A0D3D1P8 // A0A0D3EIA7 // A0A0D3D1S3 // A0A0D3D1Z7 // A0A0D3B9T8 // A0A0D3EIE6 // A0A0D3D1B1 // A0A0D3D141 // A0A0D3B9T6 // A0A0D3D1F7 // A0A0D3D1F5 // A0A0D3D151 // A0A0D3EIC1 // A0A0D3D1H8 // A0A0D3B9J7 // A0A0D3BA06 // A0A0D3D170 // A0A0D3BA04 // A0A0D3B9N2 
GO:0045184	P	establishment of protein localization	11	317	381	37767	0.0005	0.012	// A0A0D3BA40 // A0A0D3D1K6 // A0A0D3D1Q9 // A0A0D3B9Z7 // A0A0D3D1D7 // A0A0D3D1D3 // A0A0D3D1R6 // A0A0D3D1U7 // A0A0D3EI79 // A0A0D3D1A5 // A0A0D3D1T0 
GO:0006350	P	transcription	31	317	1923	37767	0.00048	0.012	// A0A0D3EID7 // A0A0D3D1P8 // A0A0D3D1M2 // A0A0D3EIB3 // A0A0D3EIB7 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3D1V6 // A0A0D3D1V4 // A0A0D3D1G9 // A0A0D3D1C0 // A0A0D3D1E5 // A0A0D3EI72 // A0A0D3D1G4 // A0A0D3EI91 // A0A0D3BA12 // A0A0D3EIG8 // A0A0D3EIE6 // A0A0D3D1H8 // A0A0D3D1J7 // A0A0D3D1Q5 // A0A0D3D1Q3 // A0A0D3D1S5 // A0A0D3D1S3 // A0A0D3D1F7 // A0A0D3D141 // A0A0D3D151 // A0A0D3B9J7 // A0A0D3BA06 // A0A0D3D170 // A0A0D3BA04 
GO:0006730	P	one-carbon metabolic process	6	317	111	37767	0.00046	0.012	// A0A0D3D1M2 // A0A0D3EIG1 // A0A0D3EIB3 // A0A0D3D1U7 // A0A0D3BA30 // A0A0D3D170 
GO:0015031	P	protein transport	11	317	381	37767	0.0005	0.012	// A0A0D3BA40 // A0A0D3D1K6 // A0A0D3D1Q9 // A0A0D3B9Z7 // A0A0D3D1D7 // A0A0D3D1D3 // A0A0D3D1R6 // A0A0D3D1U7 // A0A0D3EI79 // A0A0D3D1A5 // A0A0D3D1T0 
GO:0051179	P	localization	31	317	1922	37767	0.00048	0.012	// A0A0D3EID7 // A0A0D3BA40 // A0A0D3EID1 // A0A0D3D1K6 // A0A0D3B9Y0 // A0A0D3D1R6 // A0A0D3D182 // A0A0D3EI79 // A0A0D3D1T5 // A0A0D3D1A5 // A0A0D3D1T0 // A0A0D3B9S0 // A0A0D3D1W5 // A0A0D3B9Z7 // A0A0D3D208 // A0A0D3BA39 // A0A0D3EIE1 // A0A0D3D1H2 // A0A0D3D1Q9 // A0A0D3EIG9 // A0A0D3EID5 // A0A0D3D1J7 // A0A0D3D1U7 // A0A0D3EIA8 // A0A0D3D1B3 // A0A0D3D1D9 // A0A0D3B9T3 // A0A0D3D1D7 // A0A0D3D1D3 // A0A0D3D142 // A0A0D3D1Z0 
GO:0044237	P	cellular metabolic process	99	317	8722	37767	0.00058	0.014	// A0A0D3BA47 // A0A0D3BA44 // A0A0D3EIB3 // A0A0D3EIB7 // A0A0D3EIB8 // A0A0D3D1V6 // A0A0D3D1V4 // A0A0D3B9W7 // A0A0D3BA33 // A0A0D3BA30 // A0A0D3BA59 // A0A0D3BA58 // A0A0D3B9X5 // A0A0D3EIA7 // A0A0D3B9P7 // A0A0D3D1F1 // A0A0D3D1F7 // A0A0D3D1F5 // A0A0D3D138 // A0A0D3D184 // A0A0D3D1T5 // A0A0D3D1T6 // A0A0D3D1G9 // A0A0D3B9Q6 // A0A0D3D1G3 // A0A0D3D1G4 // A0A0D3D1R8 // A0A0D3B9Z2 // A0A0D3B9Z4 // A0A0D3EIG8 // A0A0D3B9Z7 // A0A0D3B9Z8 // A0A0D3EIG5 // A0A0D3EIG1 // A0A0D3D197 // A0A0D3D1U7 // A0A0D3D170 // A0A0D3D1L8 // A0A0D3D1D8 // A0A0D3D1D7 // A0A0D3B9J7 // A0A0D3B9J9 // A0A0D3B9L3 // A0A0D3B9L0 // A0A0D3D1M3 // A0A0D3D1M2 // A0A0D3D1R6 // A0A0D3B9S6 // A0A0D3B9S1 // A0A0D3B9N2 // A0A0D3D1E5 // A0A0D3D1E4 // A0A0D3B9K7 // A0A0D3B9K2 // A0A0D3B9K0 // A0A0D3EI97 // A0A0D3EI90 // A0A0D3EI91 // A0A0D3D164 // A0A0D3EIE6 // A0A0D3B9M9 // A0A0D3D1J7 // A0A0D3D1S5 // A0A0D3D1P8 // A0A0D3D1P6 // A0A0D3D1S3 // A0A0D3D1S2 // A0A0D3B9T8 // A0A0D3B9T9 // A0A0D3D1B2 // A0A0D3D1B1 // A0A0D3B9T2 // A0A0D3B9T6 // A0A0D3D1B9 // A0A0D3D1Z9 // A0A0D3BA06 // A0A0D3D1Z7 // A0A0D3BA04 // A0A0D3BA02 // A0A0D3EID7 // A0A0D3EID1 // A0A0D3B9N9 // A0A0D3EID9 // A0A0D3EI72 // A0A0D3D1C0 // A0A0D3BA22 // A0A0D3D1J6 // A0A0D3D148 // A0A0D3BA14 // A0A0D3D141 // A0A0D3BA12 // A0A0D3D1H2 // A0A0D3D1Q9 // A0A0D3D1H8 // A0A0D3D1Q5 // A0A0D3D1Q3 // A0A0D3EIC1 // A0A0D3D151 // A0A0D3BA24 
GO:0043414	P	macromolecule methylation	5	317	83	37767	0.00086	0.02	// A0A0D3D170 // A0A0D3EIB3 // A0A0D3D1M2 // A0A0D3D1U7 // A0A0D3EIG1 
GO:0044264	P	cellular polysaccharide metabolic process	6	317	127	37767	0.0009	0.02	// A0A0D3B9T9 // A0A0D3BA47 // A0A0D3BA44 // A0A0D3D1B1 // A0A0D3EIG5 // A0A0D3BA22 
