GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0043603	P	cellular amide metabolic process	8	1130	45	37767	0.00014	0.0039	// A0A0D3DD38 // A0A0D3CYR2 // A0A0D3DD39 // A0A0D3DBR3 // A0A0D3DD33 // A0A0D3DD35 // A0A0D3DB84 // A0A0D3DD32 
GO:0051179	P	localization	87	1130	1922	37767	0.00015	0.0042	// A0A0D3BA40 // A0A0D3CXY6 // A0A0D3DCY2 // A0A0D3CVT5 // A0A0D3DBD2 // A0A0D3DE66 // A0A0D3CYC9 // A0A0D3DD41 // A0A0D3DD44 // A0A0D3BA39 // A0A0D3CWF3 // A0A0D3DDR2 // A0A0D3CYJ9 // A0A0D3DDQ3 // A0A0D3EIA8 // A0A0D3DDF5 // A0A0D3CX80 // A0A0D3E4M0 // A0A0D3DB86 // A0A0D3DEB2 // A0A0D3CXQ8 // A0A0D3CYU1 // A0A0D3DC03 // A0A0D3DC07 // A0A0D3CWM0 // A0A0D3DDA7 // A0A0D3DEC3 // A0A0D3EIG9 // A0A0D3DE46 // A0A0D3DD60 // A0A0D3DBM8 // A0A0D3DC18 // A0A0D3DDH8 // A0A0D3B9Z7 // A0A0D3DDH6 // A0A0D3CY92 // A0A0D3CZ64 // A0A0D3CZ66 // A0A0D3DBT7 // A0A0D3DD93 // A0A0D3CVH6 // A0A0D3DE57 // A0A0D3CX69 // A0A0D3EID7 // A0A0D3DBJ6 // A0A0D3CVP3 // A0A0D3DBB2 // A0A0D3B9S0 // A0A0D3DCU7 // A0A0D3CY01 // A0A0D3CVL4 // A0A0D3E4P9 // A0A0D3CWY7 // A0A0D3DE26 // A0A0D3DE63 // A0A0D3EIE1 // A0A0D3CVJ2 // A0A0D3B9Y0 // A0A0D3DDU9 // A0A0D3DDB6 // A0A0D3CX40 // A0A0D3B9T3 // A0A0D3DBR3 // A0A0D3CZ89 // A0A0D3DC46 // A0A0D3EID5 // A0A0D3EID1 // A0A0D3CX58 // A0A0D3EI79 // A0A0D3DE86 // A0A0D3CSR1 // A0A0D3DD21 // A0A0D3CYA8 // A0A0D3CYV4 // A0A0D3DE01 // A0A0D3CXR0 // A0A0D3E4T7 // A0A0D3DD27 // A0A0D3EI65 // A0A0D3DBG8 // A0A0D3CX21 // A0A0D3CY57 // A0A0D3DBP7 // A0A0D3CYH7 // A0A0D3DDD1 // A0A0D3CSQ1 // A0A0D3CYY3 
GO:0033554	P	cellular response to stress	27	1130	399	37767	0.00015	0.0042	// A0A0D3DC06 // A0A0D3CZ32 // A0A0D3DDC1 // A0A0D3CY09 // A0A0D3CZ13 // A0A0D3DD27 // A0A0D3CYG6 // A0A0D3DBT2 // A0A0D3CYC9 // A0A0D3CZ91 // A0A0D3CSN2 // A0A0D3DC18 // A0A0D3DBK1 // A0A0D3CVS3 // A0A0D3CVS2 // A0A0D3EIG9 // A0A0D3DDH7 // A0A0D3EIG5 // A0A0D3CVH6 // A0A0D3CYJ9 // A0A0D3DCZ7 // A0A0D3EI65 // A0A0D3CY75 // A0A0D3CY35 // A0A0D3CXS5 // A0A0D3B9J9 // A0A0D3DC63 
GO:0019362	P	pyridine nucleotide metabolic process	8	1130	46	37767	0.00016	0.0044	// A0A0D3DD38 // A0A0D3CYR2 // A0A0D3DD39 // A0A0D3DBR3 // A0A0D3DD33 // A0A0D3DD35 // A0A0D3DB84 // A0A0D3DD32 
GO:0000723	P	telomere maintenance	5	1130	14	37767	0.00017	0.0046	// A0A0D3CY09 // A0A0D3DC63 // A0A0D3EIG5 // A0A0D3CVS2 // A0A0D3DBK1 
GO:0032200	P	telomere organization	5	1130	14	37767	0.00017	0.0046	// A0A0D3CY09 // A0A0D3DC63 // A0A0D3EIG5 // A0A0D3CVS2 // A0A0D3DBK1 
GO:0010876	P	lipid localization	6	1130	24	37767	0.00019	0.0052	// A0A0D3DEB2 // A0A0D3DBD2 // A0A0D3EI65 // A0A0D3CWM0 // A0A0D3DE01 // A0A0D3CWY7 
GO:0002237	P	response to molecule of bacterial origin	5	1130	15	37767	0.00022	0.0059	// A0A0D3EI65 // A0A0D3CVJ9 // A0A0D3DDH8 // A0A0D3CZ21 // A0A0D3CYC9 
GO:0051649	P	establishment of localization in cell	32	1130	525	37767	0.00024	0.0063	// A0A0D3BA40 // A0A0D3EID1 // A0A0D3EIE1 // A0A0D3CXY6 // A0A0D3DBJ6 // A0A0D3EI79 // A0A0D3DBB2 // A0A0D3DD27 // A0A0D3DEC3 // A0A0D3CYU1 // A0A0D3DE46 // A0A0D3CYA8 // A0A0D3DE63 // A0A0D3E4P9 // A0A0D3CX40 // A0A0D3DD44 // A0A0D3DC18 // A0A0D3DDH8 // A0A0D3B9Z7 // A0A0D3CVJ2 // A0A0D3CVH6 // A0A0D3CZ64 // A0A0D3EI65 // A0A0D3DDB6 // A0A0D3CVL4 // A0A0D3DBP7 // A0A0D3DDF5 // A0A0D3CYH7 // A0A0D3DDD1 // A0A0D3B9T3 // A0A0D3DB86 // A0A0D3CSR1 
GO:0010228	P	vegetative to reproductive phase transition of meristem	12	1130	112	37767	0.00027	0.0072	// A0A0D3DEB2 // A0A0D3DBR3 // A0A0D3CVJ4 // A0A0D3DBD2 // A0A0D3DC48 // A0A0D3CX00 // A0A0D3E4Z6 // A0A0D3DD47 // A0A0D3DDB7 // A0A0D3CWM0 // A0A0D3CY76 // A0A0D3CWY7 
GO:0010267	P	production of ta-siRNAs involved in RNA interference	5	1130	16	37767	0.00028	0.0073	// A0A0D3CYR3 // A0A0D3DC32 // A0A0D3DDA5 // A0A0D3DD89 // A0A0D3DC48 
GO:0035196	P	production of miRNAs involved in gene silencing by miRNA	5	1130	16	37767	0.00028	0.0073	// A0A0D3CYR3 // A0A0D3DC32 // A0A0D3DDA5 // A0A0D3DD89 // A0A0D3DC48 
GO:0033036	P	macromolecule localization	29	1130	462	37767	0.00029	0.0074	// A0A0D3BA40 // A0A0D3DBD2 // A0A0D3EI79 // A0A0D3DBB2 // A0A0D3CWM0 // A0A0D3DD27 // A0A0D3DEC3 // A0A0D3DE46 // A0A0D3CYA8 // A0A0D3CYC9 // A0A0D3E4P9 // A0A0D3DE01 // A0A0D3DE63 // A0A0D3DC18 // A0A0D3CWF3 // A0A0D3B9Z7 // A0A0D3CVJ2 // A0A0D3CVH6 // A0A0D3CZ64 // A0A0D3EI65 // A0A0D3DDB6 // A0A0D3CVL4 // A0A0D3CWY7 // A0A0D3DBP7 // A0A0D3DDF5 // A0A0D3DDD1 // A0A0D3DB86 // A0A0D3DEB2 // A0A0D3EID5 
GO:0065007	P	biological regulation	164	1130	4188	37767	0.0003	0.0077	// A0A0D3E4U4 // A0A0D3CYS6 // A0A0D3EIB3 // A0A0D3DCY2 // A0A0D3DCY5 // A0A0D3CWX9 // A0A0D3CXK2 // A0A0D3EIB8 // A0A0D3DBF9 // A0A0D3CWW8 // A0A0D3CVM6 // A0A0D3DBJ7 // A0A0D3B9W9 // A0A0D3CXP2 // A0A0D3CXP3 // A0A0D3CYC9 // A0A0D3DE69 // A0A0D3CYR3 // A0A0D3CVF5 // A0A0D3DDN9 // A0A0D3E4V1 // A0A0D3DB76 // A0A0D3DBE1 // A0A0D3DDN7 // A0A0D3CYJ9 // A0A0D3DDQ3 // A0A0D3CX08 // A0A0D3CY72 // A0A0D3CY75 // A0A0D3CY76 // A0A0D3DDF5 // A0A0D3DDF4 // A0A0D3DEB2 // A0A0D3E4M4 // A0A0D3CX87 // A0A0D3CXQ6 // A0A0D3CYB1 // A0A0D3DC61 // A0A0D3CZ96 // A0A0D3E4Y3 // A0A0D3B9Y4 // A0A0D3B9S8 // A0A0D3DBD2 // A0A0D3CX15 // A0A0D3CX14 // A0A0D3DDP1 // A0A0D3B9S6 // A0A0D3CWM0 // A0A0D3CX18 // A0A0D3DDA5 // A0A0D3DDA0 // A0A0D3E4Y9 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3DEC7 // A0A0D3CVL3 // A0A0D3DBK8 // A0A0D3DBK2 // A0A0D3DC18 // A0A0D3DBK1 // A0A0D3EIG9 // A0A0D3EIG4 // A0A0D3EIG5 // A0A0D3DDH0 // A0A0D3DDH2 // A0A0D3CVH6 // A0A0D3CZ64 // A0A0D3CZ69 // A0A0D3DBT4 // A0A0D3CYW2 // A0A0D3DBT1 // A0A0D3DC63 // A0A0D3DD89 // A0A0D3DD16 // A0A0D3DD10 // A0A0D3DDX4 // A0A0D3E4W1 // A0A0D3E4W4 // A0A0D2ZVR0 // A0A0D3DBJ2 // A0A0D3DBJ4 // A0A0D3DDR9 // A0A0D3DDW6 // A0A0D3EI65 // A0A0D3E4Y7 // A0A0D3CVI6 // A0A0D3CVI1 // A0A0D3E4Y0 // A0A0D3CVI3 // A0A0D3CY86 // A0A0D3CY88 // A0A0D3DD86 // A0A0D3CVI9 // A0A0D3DD80 // A0A0D3DBB7 // A0A0D3CY09 // A0A0D3DCU4 // A0A0D3DD95 // A0A0D3CY01 // A0A0D3CY04 // A0A0D3B9K5 // A0A0D3CWD0 // A0A0D3DE26 // A0A0D3CVJ9 // A0A0D3EIE6 // A0A0D3E4Z1 // A0A0D3CVJ4 // A0A0D3CWJ3 // A0A0D3DDU6 // A0A0D3CX45 // A0A0D3B9T3 // A0A0D3DBR3 // A0A0D3CZ09 // A0A0D3DBR4 // A0A0D3DBR7 // A0A0D3BA06 // A0A0D3BA04 // A0A0D3EID7 // A0A0D3CWI9 // A0A0D3EID5 // A0A0D3DC32 // A0A0D3CWF3 // A0A0D3DC48 // A0A0D3CSQ1 // A0A0D3CZB0 // A0A0D3CZB2 // A0A0D3DCW5 // A0A0D3EI72 // A0A0D3B9U8 // A0A0D3CZ13 // A0A0D3CWZ1 // A0A0D3DBQ4 // A0A0D3B9U3 // A0A0D3B9U4 // A0A0D3B9U7 // A0A0D3DD20 // A0A0D3CZ98 // A0A0D3CSR1 // A0A0D3BA15 // A0A0D3CZ93 // A0A0D3DBU7 // A0A0D3BA12 // A0A0D3CVS7 // A0A0D3E4T6 // A0A0D3CVS2 // A0A0D3DC52 // A0A0D3DBX2 // A0A0D3CYP4 // A0A0D3CWH1 // A0A0D3DBG7 // A0A0D3CX26 // A0A0D3CZ15 // A0A0D3DE91 // A0A0D3CWY7 // A0A0D3DBP7 // A0A0D3CZ21 // A0A0D3CY51 // A0A0D3CYH9 // A0A0D3B9V0 // A0A0D3CZ29 // A0A0D3DD27 // A0A0D3BA26 // A0A0D3CXX5 // A0A0D3DD51 
GO:0045892	P	negative regulation of transcription, DNA-dependent	7	1130	39	37767	0.00034	0.0086	// A0A0D3DDN9 // A0A0D3DEB2 // A0A0D3DBR4 // A0A0D3DC48 // A0A0D3DD89 // A0A0D3CWJ3 // A0A0D3CX26 
GO:0051253	P	negative regulation of RNA metabolic process	7	1130	39	37767	0.00034	0.0086	// A0A0D3DDN9 // A0A0D3DEB2 // A0A0D3DBR4 // A0A0D3DC48 // A0A0D3DD89 // A0A0D3CWJ3 // A0A0D3CX26 
GO:0006220	P	pyrimidine nucleotide metabolic process	5	1130	17	37767	0.00036	0.0089	// A0A0D3DDD1 // A0A0D3DD89 // A0A0D3CZ64 // A0A0D3CVL4 // A0A0D3DDH3 
GO:0009059	P	macromolecule biosynthetic process	146	1130	3685	37767	0.00042	0.01	// A0A0D3BA47 // A0A0D3BA44 // A0A0D3CYS6 // A0A0D3EIB3 // A0A0D3CWL7 // A0A0D3CWX9 // A0A0D3EIB8 // A0A0D3CWW8 // A0A0D3CVM6 // A0A0D3CY45 // A0A0D3CYK5 // A0A0D3DDG8 // A0A0D3CWG4 // A0A0D3CXP3 // A0A0D3DE68 // A0A0D3DE69 // A0A0D3DDN9 // A0A0D3BA09 // A0A0D3E4V1 // A0A0D3DDN7 // A0A0D3DDN4 // A0A0D3CX00 // A0A0D3EIA7 // A0A0D3DDQ3 // A0A0D3CY72 // A0A0D3CY75 // A0A0D3DDF4 // A0A0D3DEB2 // A0A0D3E4M4 // A0A0D3E1K4 // A0A0D3CX87 // A0A0D3CYB1 // A0A0D3DC61 // A0A0D3BA12 // A0A0D3EIB7 // A0A0D3B9T6 // A0A0D3DC06 // A0A0D3DBD2 // A0A0D3DBU5 // A0A0D3DBU6 // A0A0D3CZ52 // A0A0D3DE49 // A0A0D3B9Q0 // A0A0D3DDA0 // A0A0D3DEC1 // A0A0D3E4Y9 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3DD65 // A0A0D3DDY2 // A0A0D3DDH7 // A0A0D3EIG8 // A0A0D3DDH4 // A0A0D3EIG4 // A0A0D3EIG5 // A0A0D3CWL1 // A0A0D3DBC9 // A0A0D3CZ64 // A0A0D3DBX5 // A0A0D3CXZ2 // A0A0D3DBT4 // A0A0D3DBT2 // A0A0D3DD16 // A0A0D3B9J7 // A0A0D3DDX4 // A0A0D3DDX7 // A0A0D3B9L3 // A0A0D2ZVR0 // A0A0D3DBJ4 // A0A0D3DDR1 // A0A0D3E4Y7 // A0A0D3CWK5 // A0A0D3DD89 // A0A0D3CVI3 // A0A0D3CY86 // A0A0D3CY88 // A0A0D3DBB3 // A0A0D3DD86 // A0A0D3CVI9 // A0A0D3DCU4 // A0A0D3CY01 // A0A0D3DCU9 // A0A0D3CY04 // A0A0D3CYG6 // A0A0D3EI97 // A0A0D3EI90 // A0A0D3EI91 // A0A0D3DC32 // A0A0D3EIE6 // A0A0D3B9M9 // A0A0D3E4Z1 // A0A0D3CVJ4 // A0A0D3CZA5 // A0A0D3CWJ3 // A0A0D3DBK8 // A0A0D3DDU6 // A0A0D3CYW2 // A0A0D3CX44 // A0A0D3CX45 // A0A0D3B9T8 // A0A0D3CY38 // A0A0D3CY35 // A0A0D3DBR3 // A0A0D3DBR5 // A0A0D3DBR4 // A0A0D3CWC9 // A0A0D3BA06 // A0A0D3BA04 // A0A0D3E4Q0 // A0A0D3EID7 // A0A0D3CWI9 // A0A0D3DBY2 // A0A0D3B9N2 // A0A0D3CWR7 // A0A0D3DC48 // A0A0D3E4Y3 // A0A0D3CZB0 // A0A0D3CZB1 // A0A0D3CZB2 // A0A0D3DCW5 // A0A0D3EI72 // A0A0D3CZB9 // A0A0D3CZ13 // A0A0D3CZ15 // A0A0D3DBQ4 // A0A0D3DD20 // A0A0D3CXR9 // A0A0D3CZ93 // A0A0D3CXR1 // A0A0D3CVS7 // A0A0D3E4T6 // A0A0D3DC50 // A0A0D3DC52 // A0A0D3DBX2 // A0A0D3CXX5 // A0A0D3CWH1 // A0A0D3DBG7 // A0A0D3EIC1 // A0A0D3CX26 // A0A0D3CY51 // A0A0D3DDD0 // A0A0D3CXK9 // A0A0D3CSQ1 // A0A0D3CSR1 // A0A0D3CYN3 // A0A0D3DD51 
GO:0034645	P	cellular macromolecule biosynthetic process	145	1130	3661	37767	0.00044	0.011	// A0A0D3BA47 // A0A0D3BA44 // A0A0D3CYS6 // A0A0D3EIB3 // A0A0D3CWL7 // A0A0D3CWX9 // A0A0D3EIB8 // A0A0D3CWW8 // A0A0D3CVM6 // A0A0D3CY45 // A0A0D3CYK5 // A0A0D3DDG8 // A0A0D3CWG4 // A0A0D3CXP3 // A0A0D3DE68 // A0A0D3DE69 // A0A0D3DDN9 // A0A0D3BA09 // A0A0D3E4V1 // A0A0D3DDN7 // A0A0D3DDN4 // A0A0D3CX00 // A0A0D3EIA7 // A0A0D3CY72 // A0A0D3CY75 // A0A0D3DDF4 // A0A0D3DEB2 // A0A0D3E4M4 // A0A0D3E1K4 // A0A0D3CX87 // A0A0D3CYB1 // A0A0D3DC61 // A0A0D3BA12 // A0A0D3EIB7 // A0A0D3B9T6 // A0A0D3DC06 // A0A0D3DBD2 // A0A0D3DBU5 // A0A0D3DBU6 // A0A0D3CZ52 // A0A0D3DE49 // A0A0D3B9Q0 // A0A0D3DDA0 // A0A0D3DEC1 // A0A0D3E4Y9 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3DD65 // A0A0D3DDY2 // A0A0D3DDH7 // A0A0D3EIG8 // A0A0D3DDH4 // A0A0D3EIG4 // A0A0D3EIG5 // A0A0D3CWL1 // A0A0D3DBC9 // A0A0D3CZ64 // A0A0D3DBX5 // A0A0D3CXZ2 // A0A0D3DBT4 // A0A0D3DBT2 // A0A0D3DD16 // A0A0D3B9J7 // A0A0D3DDX4 // A0A0D3DDX7 // A0A0D3B9L3 // A0A0D2ZVR0 // A0A0D3DBJ4 // A0A0D3DDR1 // A0A0D3E4Y7 // A0A0D3CWK5 // A0A0D3DD89 // A0A0D3CVI3 // A0A0D3CY86 // A0A0D3CY88 // A0A0D3DBB3 // A0A0D3DD86 // A0A0D3CVI9 // A0A0D3DCU4 // A0A0D3CY01 // A0A0D3DCU9 // A0A0D3CY04 // A0A0D3CYG6 // A0A0D3EI97 // A0A0D3EI90 // A0A0D3EI91 // A0A0D3DC32 // A0A0D3EIE6 // A0A0D3B9M9 // A0A0D3E4Z1 // A0A0D3CVJ4 // A0A0D3CZA5 // A0A0D3CWJ3 // A0A0D3DBK8 // A0A0D3DDU6 // A0A0D3CYW2 // A0A0D3CX44 // A0A0D3CX45 // A0A0D3B9T8 // A0A0D3CY38 // A0A0D3CY35 // A0A0D3DBR3 // A0A0D3DBR5 // A0A0D3DBR4 // A0A0D3CWC9 // A0A0D3BA06 // A0A0D3BA04 // A0A0D3E4Q0 // A0A0D3EID7 // A0A0D3CWI9 // A0A0D3DBY2 // A0A0D3B9N2 // A0A0D3CWR7 // A0A0D3DC48 // A0A0D3E4Y3 // A0A0D3CZB0 // A0A0D3CZB1 // A0A0D3CZB2 // A0A0D3DCW5 // A0A0D3EI72 // A0A0D3CZB9 // A0A0D3CZ13 // A0A0D3CZ15 // A0A0D3DBQ4 // A0A0D3DD20 // A0A0D3CXR9 // A0A0D3CZ93 // A0A0D3CXR1 // A0A0D3CVS7 // A0A0D3E4T6 // A0A0D3DC50 // A0A0D3DC52 // A0A0D3DBX2 // A0A0D3CXX5 // A0A0D3CWH1 // A0A0D3DBG7 // A0A0D3EIC1 // A0A0D3CX26 // A0A0D3CY51 // A0A0D3DDD0 // A0A0D3CXK9 // A0A0D3CSQ1 // A0A0D3CSR1 // A0A0D3CYN3 // A0A0D3DD51 
GO:0006605	P	protein targeting	14	1130	155	37767	0.00045	0.011	// A0A0D3DC18 // A0A0D3B9Z7 // A0A0D3DDD1 // A0A0D3DEC3 // A0A0D3EI79 // A0A0D3DE46 // A0A0D3CVH6 // A0A0D3DD27 // A0A0D3CYA8 // A0A0D3CZ64 // A0A0D3E4P9 // A0A0D3EI65 // A0A0D3DDB6 // A0A0D3CVL4 
GO:0070727	P	cellular macromolecule localization	23	1130	341	37767	0.00047	0.011	// A0A0D3BA40 // A0A0D3EID5 // A0A0D3EI79 // A0A0D3DBB2 // A0A0D3DD27 // A0A0D3DEC3 // A0A0D3DE46 // A0A0D3CYA8 // A0A0D3CYC9 // A0A0D3E4P9 // A0A0D3DE63 // A0A0D3DC18 // A0A0D3B9Z7 // A0A0D3CVJ2 // A0A0D3CVH6 // A0A0D3CZ64 // A0A0D3EI65 // A0A0D3DDB6 // A0A0D3CVL4 // A0A0D3DBP7 // A0A0D3DDF5 // A0A0D3DDD1 // A0A0D3DB86 
GO:0017038	P	protein import	10	1130	86	37767	0.00049	0.012	// A0A0D3B9Z7 // A0A0D3DDD1 // A0A0D3DEC3 // A0A0D3EI79 // A0A0D3DE46 // A0A0D3CYA8 // A0A0D3E4P9 // A0A0D3EI65 // A0A0D3DDB6 // A0A0D3CVL4 
GO:0034613	P	cellular protein localization	22	1130	322	37767	0.00053	0.012	// A0A0D3BA40 // A0A0D3EID5 // A0A0D3EI79 // A0A0D3DBB2 // A0A0D3DD27 // A0A0D3DEC3 // A0A0D3DE46 // A0A0D3CYA8 // A0A0D3DE63 // A0A0D3E4P9 // A0A0D3DC18 // A0A0D3B9Z7 // A0A0D3CVJ2 // A0A0D3CVH6 // A0A0D3CZ64 // A0A0D3EI65 // A0A0D3DDB6 // A0A0D3CVL4 // A0A0D3DBP7 // A0A0D3DDF5 // A0A0D3DDD1 // A0A0D3DB86 
GO:0048518	P	positive regulation of biological process	19	1130	259	37767	0.00056	0.013	// A0A0D3EID7 // A0A0D3DD16 // A0A0D3CVL3 // A0A0D3CY01 // A0A0D3DEB2 // A0A0D3EIG4 // A0A0D3CYP4 // A0A0D3CXX5 // A0A0D3CVH6 // A0A0D3DD27 // A0A0D3EIB3 // A0A0D3CVI6 // A0A0D3CZ64 // A0A0D3CSR1 // A0A0D3CY86 // A0A0D3EI65 // A0A0D3DDX4 // A0A0D3CY75 // A0A0D3DC32 
GO:0034641	P	cellular nitrogen compound metabolic process	30	1130	506	37767	0.00056	0.013	// A0A0D3CWI9 // A0A0D3CYU3 // A0A0D3B9N2 // A0A0D3CZ29 // A0A0D3DBB7 // A0A0D3DEA3 // A0A0D3B9Q6 // A0A0D3DBQ8 // A0A0D3E4N9 // A0A0D3CYE6 // A0A0D3B9K2 // A0A0D3CYA6 // A0A0D3CYE3 // A0A0D3CYR2 // A0A0D3DBI0 // A0A0D3DC50 // A0A0D3E4M8 // A0A0D3DBX5 // A0A0D3DBM5 // A0A0D3CZA9 // A0A0D3DCV1 // A0A0D3DD38 // A0A0D3DD39 // A0A0D3DBR3 // A0A0D3DD33 // A0A0D3DD35 // A0A0D3DB84 // A0A0D3DBL5 // A0A0D3CXQ0 // A0A0D3DD32 
GO:0009820	P	alkaloid metabolic process	8	1130	57	37767	0.00058	0.013	// A0A0D3DD38 // A0A0D3CYR2 // A0A0D3DD39 // A0A0D3DBR3 // A0A0D3DD33 // A0A0D3DD35 // A0A0D3DB84 // A0A0D3DD32 
GO:0006733	P	oxidoreduction coenzyme metabolic process	8	1130	58	37767	0.00064	0.015	// A0A0D3DD38 // A0A0D3CYR2 // A0A0D3DD39 // A0A0D3DBR3 // A0A0D3DD33 // A0A0D3DD35 // A0A0D3DB84 // A0A0D3DD32 
GO:0044036	P	cell wall macromolecule metabolic process	7	1130	45	37767	0.00073	0.017	// A0A0D3CY45 // A0A0D3DBJ2 // A0A0D3DDH4 // A0A0D3EIG5 // A0A0D3DBD2 // A0A0D3CX00 // A0A0D3DBU5 
GO:0051128	P	regulation of cellular component organization	7	1130	45	37767	0.00073	0.017	// A0A0D3CWZ1 // A0A0D3B9T3 // A0A0D3EIG5 // A0A0D3CYP4 // A0A0D3DD16 // A0A0D3CVL3 // A0A0D3DD80 
GO:0051716	P	cellular response to stimulus	43	1130	840	37767	0.00079	0.018	// A0A0D3DC32 // A0A0D3CYS6 // A0A0D3DC06 // A0A0D3DBD2 // A0A0D3DC48 // A0A0D3DD89 // A0A0D3CZ32 // A0A0D3CY88 // A0A0D3DCW5 // A0A0D3CWM0 // A0A0D3CY09 // A0A0D3CZ13 // A0A0D3DDA5 // A0A0D3DD27 // A0A0D3DBF9 // A0A0D3CYG6 // A0A0D3DBT2 // A0A0D3CYC9 // A0A0D3CZ91 // A0A0D3CSN2 // A0A0D3CYR3 // A0A0D3DC18 // A0A0D3DBK1 // A0A0D3CVS3 // A0A0D3CVS2 // A0A0D3EIG9 // A0A0D3DDH7 // A0A0D3EIG5 // A0A0D3CVH6 // A0A0D3CYJ9 // A0A0D3DCZ7 // A0A0D3DDQ3 // A0A0D3CWJ3 // A0A0D3EI65 // A0A0D3DDC1 // A0A0D3CY75 // A0A0D3CWY7 // A0A0D3DEB2 // A0A0D3CY35 // A0A0D3CSQ1 // A0A0D3CXS5 // A0A0D3B9J9 // A0A0D3DC63 
GO:0006886	P	intracellular protein transport	21	1130	311	37767	0.0008	0.018	// A0A0D3DC18 // A0A0D3BA40 // A0A0D3DBP7 // A0A0D3DDF5 // A0A0D3B9Z7 // A0A0D3DDD1 // A0A0D3DEC3 // A0A0D3EI79 // A0A0D3DB86 // A0A0D3DE46 // A0A0D3CVH6 // A0A0D3DD27 // A0A0D3CYA8 // A0A0D3CZ64 // A0A0D3DE63 // A0A0D3E4P9 // A0A0D3EI65 // A0A0D3DDB6 // A0A0D3DBB2 // A0A0D3CVJ2 // A0A0D3CVL4 
GO:0007018	P	microtubule-based movement	7	1130	46	37767	0.00082	0.018	// A0A0D3CWT2 // A0A0D3DEB0 // A0A0D3DDH1 // A0A0D3DDY0 // A0A0D3EIC4 // A0A0D3DD87 // A0A0D3DBN3 
GO:0010182	P	sugar mediated signaling pathway	6	1130	33	37767	0.00085	0.019	// A0A0D3DEB2 // A0A0D3DBD2 // A0A0D3CYC9 // A0A0D3EI65 // A0A0D3CWM0 // A0A0D3CWY7 
GO:0009756	P	carbohydrate mediated signaling	6	1130	33	37767	0.00085	0.019	// A0A0D3DEB2 // A0A0D3DBD2 // A0A0D3CYC9 // A0A0D3EI65 // A0A0D3CWM0 // A0A0D3CWY7 
GO:0016568	P	chromatin modification	10	1130	95	37767	0.00098	0.021	// A0A0D3E4N7 // A0A0D3DBR4 // A0A0D3DC48 // A0A0D3EIB3 // A0A0D3DD89 // A0A0D3CY86 // A0A0D3DDX7 // A0A0D3EI72 // A0A0D3CY75 // A0A0D3BA12 
GO:0033043	P	regulation of organelle organization	6	1130	34	37767	0.00098	0.021	// A0A0D3CWZ1 // A0A0D3B9T3 // A0A0D3EIG5 // A0A0D3CYP4 // A0A0D3DD16 // A0A0D3CVL3 
GO:0048449	P	floral organ formation	5	1130	22	37767	0.00097	0.021	// A0A0D3DD16 // A0A0D3EIH2 // A0A0D3CZ13 // A0A0D3E4V1 // A0A0D3DBR7 
GO:0051234	P	establishment of localization	80	1130	1851	37767	0.00099	0.021	// A0A0D3DC46 // A0A0D3EID7 // A0A0D3BA40 // A0A0D3CSR1 // A0A0D3EID1 // A0A0D3CYU1 // A0A0D3CXY6 // A0A0D3CVT5 // A0A0D3DC07 // A0A0D3CSQ1 // A0A0D3DBJ6 // A0A0D3DBT7 // A0A0D3CX58 // A0A0D3DD21 // A0A0D3EI79 // A0A0D3DBB2 // A0A0D3DDH8 // A0A0D3DDA7 // A0A0D3DE86 // A0A0D3CY92 // A0A0D3CYY3 // A0A0D3DD27 // A0A0D3DEC3 // A0A0D3B9Z7 // A0A0D3DE46 // A0A0D3CY01 // A0A0D3DE66 // A0A0D3CYA8 // A0A0D3DD60 // A0A0D3DE63 // A0A0D3DC03 // A0A0D3DBM8 // A0A0D3CX40 // A0A0D3CYV4 // A0A0D3DE26 // A0A0D3DE01 // A0A0D3BA39 // A0A0D3CX80 // A0A0D3DC18 // A0A0D3DDH6 // A0A0D3CVP3 // A0A0D3E4T7 // A0A0D3EIG9 // A0A0D3CVL4 // A0A0D3CVJ2 // A0A0D3E4P9 // A0A0D3B9Y0 // A0A0D3DCU7 // A0A0D3EIE1 // A0A0D3DDR2 // A0A0D3CVH6 // A0A0D3DD41 // A0A0D3CYJ9 // A0A0D3DDU9 // A0A0D3CZ64 // A0A0D3DDQ3 // A0A0D3CZ66 // A0A0D3EI65 // A0A0D3B9S0 // A0A0D3EIA8 // A0A0D3DD93 // A0A0D3DBG8 // A0A0D3CX21 // A0A0D3CY57 // A0A0D3DBP7 // A0A0D3DDF5 // A0A0D3CYH7 // A0A0D3DDD1 // A0A0D3E4M0 // A0A0D3DBR3 // A0A0D3CX69 // A0A0D3DB86 // A0A0D3DDB6 // A0A0D3DD44 // A0A0D3DCY2 // A0A0D3DE57 // A0A0D3CZ89 // A0A0D3CXR0 // A0A0D3B9T3 // A0A0D3CXQ8 
